,char,tone,rime,ipa,tone_class
0,班,平,刪,paen,L
0,珮,去,隊,bwoj,H
0,珷,上,麌,mju,X
0,現,去,霰,hen,H
0,琁,平,仙,zjwen,L
0,球,平,尤,gjuw,L
0,琅,平,唐,lang,L
0,理,上,止,li,X
0,琉,平,尤,ljuw,L
0,琊,,,,
0,琕,平,先,ben,L
0,琖,上,產,tsrean,X
0,琚,平,魚,kjo,L
0,琛,平,侵,trhim,L
0,琢,入,覺,traewk,E
0,琤,平,庚,tsrhaeng,L
0,琥,上,姥,xu,X
0,琦,平,支B,gje,L
0,琨,平,魂,kwon,L
0,琪,平,之,gi,L
0,琬,上,阮,'jwon,X
0,琮,平,冬,dzowng,L
0,琯,上,緩,kwan,X
0,琰,上,琰,yem,X
0,琱,平,蕭,tew,L
0,琲,上,賄,bwoj,X
0,琳,平,侵,lim,L
0,琴,平,侵B,gim,L
0,琵,平,脂A,bjij,L
0,琶,平,麻,bae,L
0,瑀,上,麌,hju,X
0,瑁,去,隊,mwoj,H
0,瑇,去,代,doj,H
0,瑉,,,,
0,瑒,平,陽,yang,L
0,瑕,平,麻,hae,L
0,瑗,去,線,hjwen,H
0,瑙,上,晧,naw,X
0,瑚,平,模,hu,L
0,瑛,平,庚,'jaeng,L
0,瑜,平,虞,yu,L
0,瑞,去,寘,dzywe,H
0,瑟,入,櫛,srit,E
0,瑠,平,尤,ljuw,L
0,瑣,上,果,swa,X
0,瑤,平,宵,yew,L
0,瑩,平,庚,hjwaeng,L
0,瑪,聲,十五馬,,逸
0,瑯,平,唐,lang,L
0,瑰,平,灰,hwoj,L
0,瑱,去,震,trin,H
0,瑲,平,陽,tshjang,L
0,瑳,平,歌,tsha,L
0,瑶,平,宵,yew,L
0,瑽,平,鍾,tshjowng,L
0,瑾,去,震B,gin,H
0,璀,上,賄,tshwoj,X
0,璁,平,東,tshuwng,L
0,璃,平,支,lje,L
0,璅,上,晧,tsaw,X
0,璆,平,尤,gjuw,L
0,璇,平,仙,zjwen,L
0,璈,,,,
0,璉,上,獮,ljen,X
0,璋,平,陽,tsyang,L
0,璐,去,暮,lu,H
0,璘,平,眞,lin,L
0,璚,平,清A,gjwieng,L
0,璜,平,唐,hwang,L
0,璞,入,覺,phaewk,E
0,璠,平,元,bjon,L
0,璣,平,微,kj+j,L
0,璧,入,昔A,pjiek,E
0,璨,去,翰,tshan,H
0,璩,平,魚,gjo,L
0,璪,上,晧,tsaw,X
0,璫,平,唐,tang,L
0,璬,上,篠,kew,X
0,環,平,刪,hwaen,L
0,璵,平,魚,yo,L
0,璽,上,紙,sje,X
0,璿,平,仙,zjwen,L
0,瓅,入,錫,lek,E
0,瓈,平,支,lje,L
0,瓊,平,清A,gjwieng,L
0,瓌,平,灰,kwoj,L
0,瓏,平,東,luwng,L
0,瓐,平,模,lu,L
0,瓔,平,清A,'jieng,L
0,瓖,平,陽,sjang,L
0,瓘,去,換,kwan,H
0,瓚,,,,
0,瓜,平,麻,kwae,L
0,瓞,入,屑,det,E
0,瓟,平,肴,baew,L
0,瓠,平,模,hu,L
0,瓢,平,宵A,bjiew,L
0,瓣,去,襇,bean,H
0,瓦,上,馬,ngwae,X
0,瓮,平,鍾,'jowng,L
0,瓴,平,青,leng,L
0,瓶,平,青,beng,L
0,瓷,平,脂,dzij,L
0,瓻,平,脂,trhij,L
0,瓿,平,虞,bju,L
0,甃,去,宥,tsrjuw,H
0,甄,平,眞,tsyin,L
0,甆,平,脂,dzij,L
0,甌,平,侯,'uw,L
0,甍,平,耕,meang,L
0,甎,平,仙,tsywen,L
0,甑,去,證,tsing,H
0,甒,上,麌,mju,X
0,甓,入,錫,bek,E
0,甔,平,覃,tom,L
0,甕,平,鍾,'jowng,L
0,甖,平,耕,'eang,L
0,甘,平,談,kam,L
0,甚,上,寑,dzyim,X
0,甜,平,添,dem,L
0,甞,平,陽,dzyang,L
0,生,平,庚,sraeng,L
0,產,上,產,srean,X
0,産,上,產,srean,X
0,甥,平,庚,sraeng,L
0,甦,平,模,su,L
0,用,去,用,yowng,H
0,甪,入,屋,luwk,E
0,甫,上,麌,pju,X
0,甬,上,腫,yowng,X
0,甯,去,徑,neng,H
0,田,平,先,den,L
0,由,平,尤,yuw,L
0,甲,入,狎,kaep,E
0,申,平,眞,syin,L
0,男,平,覃,nom,L
0,甸,去,霰,den,H
0,町,平,青,theng,L
0,甽,上,銑,kwen,X
0,甿,平,耕,meang,L
0,畀,去,至A,pjij,H
0,畆,上,厚,muw,X
0,畈,去,願,pjon,H
0,畊,平,耕,keang,L
0,畋,平,先,den,L
0,界,去,怪,keaj,H
0,畎,上,銑,kwen,X
0,畏,去,未,'jw+j,H
0,畔,去,換,ban,H
0,留,平,尤,ljuw,L
0,畚,上,混,pwon,X
0,畛,平,眞,tsyin,L
0,畜,去,宥,trhjuw,H
0,畝,上,厚,muw,X
0,畟,入,職,tsrhik,E
0,畢,入,質A,pjit,E
0,畤,上,止,tsyi,X
0,略,入,藥,ljak,E
0,畦,平,齊,hwej,L
0,畧,入,藥,ljak,E
0,畨,,,,
0,番,平,元,bjon,L
0,畫,去,卦,hwea,H
0,畬,平,魚,yo,L
0,畮,上,厚,muw,X
0,畯,去,稕,tswin,H
0,異,平,之,yi,L
0,畲,平,魚,yo,L
0,畵,去,卦,hwea,H
0,當,平,唐,tang,L
0,畸,平,支B,kje,L
0,畹,上,阮,'jwon,X
0,畺,平,陽,kjang,L
0,畿,平,微,gj+j,L
0,疃,上,混,thwon,X
0,疆,平,陽,kjang,L
0,疇,平,尤,drjuw,L
0,疉,入,怗,dep,E
0,疊,入,屑,det,E
0,疋,平,魚,srjo,L
0,疎,平,魚,srjo,L
0,疏,平,魚,srjo,L
0,疐,去,至,trij,H
0,疑,平,之,ngi,L
0,疚,去,宥,kjuw,H
0,疣,平,尤,hjuw,L
0,疥,去,怪,keaj,H
0,疫,入,昔,ywek,E
0,疲,平,支B,bje,L
0,疳,,,,
0,疴,平,歌,'a,L
0,疵,平,支,dzje,L
0,疹,上,軫,tsyin,X
0,疼,平,冬,downg,L
0,疽,平,魚,tshjo,L
0,疾,入,質,dzit,E
0,痀,平,虞,kju,L
0,痁,平,鹽,syem,L
0,痂,平,麻,kae,L
0,病,去,映,bjaeng,H
0,痊,平,仙,tshjwen,L
0,痍,平,脂,yij,L
0,痎,平,皆,keaj,L
0,痏,上,旨,hwij,X
0,痒,平,陽,zjang,L
0,痔,上,止,dri,X
0,痕,平,痕,hon,L
0,痖,上,馬,'ae,X
0,痗,去,隊,mwoj,H
0,痛,去,送,thuwng,H
0,痡,平,虞,phju,L
0,痦,,,,
0,痩,去,宥,srjuw,H
0,痰,平,談,dam,L
0,痴,平,之,trhi,L
0,痹,平,支A,pjie,L
0,痺,平,支A,pjie,L
0,痼,去,暮,ku,H
0,痾,平,歌,'a,L
0,痿,平,支B,'jwe,L
0,瘁,去,至,dzwij,H
0,瘉,平,虞,yu,L
0,瘏,平,模,du,L
0,瘕,平,麻,kae,L
0,瘖,平,侵B,'im,L
0,瘙,去,号,saw,H
0,瘞,去,祭B,'jej,H
0,瘟,,,,
0,瘠,入,昔,dzjek,E
0,瘡,平,陽,tsrhjang,L
0,瘢,平,桓,ban,L
0,瘤,平,尤,ljuw,L
0,瘥,平,歌,dza,L
0,瘦,去,宥,srjuw,H
0,瘧,入,藥,ngjak,E
0,瘳,平,尤,trhjuw,L
0,瘴,去,漾,tsyang,H
0,瘵,去,怪,tsreaj,H
0,瘻,平,虞,lju,L
0,瘼,入,鐸,mak,E
0,療,去,笑,ljew,H
0,癃,平,東,ljuwng,L
0,癊,去,沁B,'im,H
0,癖,入,昔A,phjiek,E
0,癘,去,祭,ljej,H
0,癡,平,之,trhi,L
0,癢,平,陽,zjang,L
0,癤,入,屑,tset,E
0,癩,去,泰,laj,H
0,癬,上,獮,sjen,X
0,癭,上,靜A,'jieng,X
0,癯,平,虞,gju,L
0,癰,平,鍾,'jowng,L
0,癲,平,先,ten,L
0,癸,上,旨A,kjwij,X
0,登,平,登,tong,L
0,發,入,月,pjot,E
0,白,入,陌,baek,E
0,百,入,陌,maek,E
0,皁,上,晧,dzaw,X
0,皂,上,晧,dzaw,X
0,皃,去,效,maew,H
0,的,入,錫,tek,E
0,皆,平,皆,keaj,L
0,皇,平,唐,hwang,L
0,皈,平,微,kjw+j,L
0,皋,平,豪,kaw,L
0,皎,上,篠,kew,X
0,皐,平,豪,kaw,L
0,皓,上,晧,haw,X
0,皖,上,緩,hwan,X
0,皙,入,錫,sek,E
0,皚,平,咍,ngoj,L
0,皛,上,篠,hew,X
0,皜,上,晧,kaw,X
0,皞,,,,
0,皡,,,,
0,皤,平,戈,ba,L
0,皥,,,,
0,皦,上,篠,kew,X
0,皪,入,錫,lek,E
0,皭,去,笑,tsjew,H
0,皮,平,支B,bje,L
0,皴,平,諄,tshwin,L
0,皷,上,姥,ku,X
0,皸,平,文,kjun,L
0,皺,去,效,tsrhaew,H
0,盂,平,虞,hju,L
0,盃,平,灰,pwoj,L
0,盆,平,魂,bwon,L
0,盈,平,清,yeng,L
0,益,入,昔A,'jiek,E
0,盌,上,緩,'wan,X
0,盍,入,盍,hap,E
0,盎,上,蕩,'ang,X
0,盒,入,合,hop,E
0,盖,去,泰,kaj,H
0,盗,去,号,daw,H
0,盛,平,清,dzyeng,L
0,盜,去,号,daw,H
0,盞,上,產,tsrean,X
0,盟,平,庚,mjaeng,L
0,盡,上,軫,dzin,X
0,監,平,銜,kaem,L
0,盤,平,桓,ban,L
0,盥,上,緩,kwan,X
0,盧,平,模,lu,L
0,盩,平,尤,trjuw,L
0,盪,平,唐,thang,L
0,盬,平,模,ku,L
0,盭,平,尤,trjuw,L
0,目,入,屋,mjuwk,E
0,盱,平,虞,xju,L
0,盲,平,庚,maeng,L
0,直,入,職,drik,E
0,相,平,陽,sjang,L
0,盻,去,霽,ngej,H
0,盼,去,襇,phean,H
0,盾,上,準,zywin,X
0,省,上,梗,srjaeng,X
0,眂,平,支,dzye,L
0,眄,上,銑,men,X
0,眇,上,小A,mjiew,X
0,眈,平,覃,dom,L
0,眉,平,脂B,mij,L
0,眊,去,号,maw,H
0,看,平,寒,khan,L
0,眎,上,旨,dzyij,X
0,眙,平,之,yi,L
0,眚,上,梗,srjaeng,X
0,真,平,眞,tsyin,L
0,眠,平,先,men,L
0,眡,平,支,dzye,L
0,眢,平,元,'jwon,L
0,眥,去,寘,dzje,H
0,眨,入,洽,tsreap,E
0,眩,平,先,hwen,L
0,眯,上,薺,mej,X
0,眵,平,支,tsye,L
0,眷,去,線B,kjwen,H
0,眸,平,尤,mjuw,L
0,眹,上,軫,drin,X
0,眺,去,嘯,thew,H
0,眼,上,產,ngean,X
0,眾,平,東,tsyuwng,L
0,着,平,魚,drjo,L
0,睂,平,脂B,mij,L
0,睅,上,潸,hwaen,X
0,睆,上,潸,hwaen,X
0,睇,平,齊,thej,L
0,睍,上,銑,hen,X
0,睎,平,微,xj+j,L
0,睒,上,琰,syem,X
0,睗,入,昔,syek,E
0,睚,去,卦,ngea,H
0,睛,平,清,tsjeng,L
0,睞,去,代,loj,H
0,睟,去,至,swij,H
0,睠,去,線B,kjwen,H
0,睡,去,寘,dzywe,H
0,睢,平,支A,xjwie,L
0,督,入,沃,towk,E
0,睥,去,霽,phej,H
0,睦,入,屋,mjuwk,E
0,睨,去,霽,ngej,H
0,睫,入,葉,tsjep,E
0,睲,上,靜,sjeng,X
0,睹,上,姥,tu,X
0,睺,平,侯,huw,L
0,睽,平,齊,khwej,L
0,睿,去,祭,ywej,H
0,瞀,去,候,muw,H
0,瞇,,,,
0,瞋,平,眞,tsyhin,L
0,瞍,平,蕭,sew,L
0,瞎,入,黠,xaet,E
0,瞑,平,先,men,L
0,瞞,平,桓,man,L
0,瞠,平,庚,trhaeng,L
0,瞢,平,東,mjuwng,L
0,瞤,平,諄,nywin,L
0,瞥,入,屑,phet,E
0,瞪,平,之,yi,L
0,瞬,平,之,syi,L
0,瞭,平,蕭,lew,L
0,瞰,去,闞,kham,H
0,瞳,平,東,duwng,L
0,瞻,平,鹽,tsyem,L
0,瞽,上,姥,ku,X
0,瞿,平,虞,gju,L
0,矂,,,,
0,矇,平,東,muwng,L
0,矊,平,仙A,mjien,L
0,矍,入,藥,kjwak,E
0,矑,平,模,lu,L
0,矓,,,,
0,矗,入,屋,tsrhjuwk,E
0,矙,去,闞,kham,H
0,矚,入,燭,tsyowk,E
0,矛,平,尤,mjuw,L
0,矜,平,蒸,king,L
0,矞,入,術,ywit,E
0,矟,入,覺,sraewk,E
0,矢,上,旨,syij,X
0,矣,上,止,hi,X
0,知,平,支,trje,L
0,矧,上,軫,syin,X
0,矩,上,麌,kju,X
0,矬,平,戈,dzwa,L
0,短,上,緩,twan,X
0,矮,上,蟹,'ea,X
0,矯,上,小B,kjew,X
0,矰,平,登,tsong,L
0,矲,上,蟹,bea,X
0,石,入,昔,dzyek,E
0,矴,去,徑,teng,H
0,矻,入,沒,khwot,E
0,矼,平,江,kaewng,L
0,砂,平,麻,srae,L
0,砆,,,,
0,砉,入,陌,xwaek,E
0,砌,去,霽,tshej,H
0,砍,,,,
0,砑,去,禡,ngae,H
0,砒,平,齊,phej,L
0,研,平,先,ngen,L
0,砟,入,鐸,dzak,E
0,砠,平,魚,tshjo,L
0,砢,上,哿,la,X
0,砥,平,脂,tsyij,L
0,砦,去,夬,dzraej,H
0,砧,平,侵,trim,L
0,砭,平,鹽B,pjem,L
0,砮,平,模,nu,L
0,砰,平,耕,pheang,L
0,砲,平,肴,baew,L
0,破,去,過,pha,H
0,硃,平,虞,tsyu,L
0,硉,入,沒,lwot,E
0,硎,平,庚,khaeng,L
0,硏,平,先,ngen,L
0,硔,,,,
0,硝,平,宵,sjew,L
0,硤,入,怗,kep,E
0,硨,平,麻,tsyhae,L
0,硫,平,尤,ljuw,L
0,硬,去,諍,ngeang,H
0,确,入,覺,khaewk,E
0,硯,去,霰,ngen,H
0,碁,平,之,gi,L
0,碇,,,,
0,碌,入,屋,luwk,E
0,碍,去,代,ngoj,H
0,碎,去,隊,swoj,H
0,碐,,,,
0,碑,平,支B,pje,L
0,碓,去,隊,twoj,H
0,碔,上,麌,mju,X
0,碕,平,支B,gje,L
0,碖,上,混,lwon,X
0,碗,上,緩,'wan,X
0,碙,,,,
0,碞,平,侵B,ngim,L
0,碟,,,,
0,碡,入,屋,duwk,E
0,碣,入,月,gjot,E
0,碧,入,陌,pjaek,E
0,碩,入,昔,dzyek,E
0,碪,平,侵,trim,L
0,碭,平,唐,dang,L
0,碯,上,晧,naw,X
0,確,入,覺,khaewk,E
0,碼,上,馬,mae,X
0,碾,去,線,nrjen,H
0,磁,平,脂,dzij,L
0,磅,平,唐,phang,L
0,磈,上,尾,'jw+j,X
0,磊,上,賄,lwoj,X
0,磋,平,歌,tsha,L
0,磎,平,齊,khej,L
0,磐,平,桓,ban,L
0,磑,平,灰,ngwoj,L
0,磓,平,灰,twoj,L
0,磔,入,陌,traek,E
0,磕,去,泰,khaj,H
0,磚,平,仙,tsywen,L
0,磥,上,賄,lwoj,X
0,磧,入,昔,tshjek,E
0,磨,平,戈,ma,L
0,磬,去,徑,kheng,H
0,磯,平,微,kj+j,L
0,磲,平,魚,gjo,L
0,磴,去,嶝,tong,H
0,磵,去,諫,kaen,H
0,磷,平,眞,lin,L
0,磻,平,桓,ban,L
0,磽,平,肴,khaew,L
0,磾,平,齊,tej,L
0,礉,平,肴,khaew,L
0,礎,上,語,tsrhjo,X
0,礓,平,陽,kjang,L
0,礙,去,代,ngoj,H
0,礦,上,梗,kwaeng,X
0,礧,上,賄,lwoj,X
0,礪,去,祭,ljej,H
0,礫,入,錫,lek,E
0,礬,平,元,bjon,L
0,礮,平,肴,baew,L
0,礱,平,東,luwng,L
0,礲,,,,
0,礴,入,鐸,bak,E
0,示,平,支A,gjie,L
0,礽,平,蒸,nying,L
0,社,上,馬,dzyae,X
0,礿,入,藥,yak,E
0,祀,上,止,zi,X
0,祁,平,脂B,gij,L
0,祅,平,宵B,'jew,L
0,祆,平,先,xen,L
0,祇,平,支A,gjie,L
0,祈,平,微,gj+j,L
0,祉,上,止,trhi,X
0,祊,平,庚,paeng,L
0,祏,入,昔,dzyek,E
0,祐,去,宥,hjuw,H
0,祓,入,物,phjut,E
0,祕,去,至B,pij,H
0,祖,上,姥,tsu,X
0,祗,平,支,tsye,L
0,祚,去,暮,dzu,H
0,祜,上,姥,hu,X
0,祝,去,宥,tsyuw,H
0,神,平,眞,zyin,L
0,祟,去,至,swij,H
0,祠,平,之,zi,L
0,祥,平,陽,zjang,L
0,祧,平,蕭,thew,L
0,祭,去,祭,tsjej,H
0,祲,平,侵,tsim,L
0,祴,平,咍,koj,L
0,祺,平,之,gi,L
0,祼,去,換,kwan,H
0,祿,入,屋,luwk,E
0,禀,上,寑B,pim,X
0,禁,平,侵B,kim,L
0,禄,入,屋,luwk,E
0,禅,平,仙,dzyen,L
0,禆,,,,
0,禈,,,,
0,禊,去,霽,hej,H
0,禋,平,眞A,'jin,L
0,禍,上,果,hwa,X
0,禎,平,清,trjeng,L
0,福,入,屋,pjuwk,E
0,禔,平,支,tsye,L
0,禕,平,支B,'je,L
0,禖,平,灰,mwoj,L
0,禘,去,霽,dej,H
0,禦,上,語,ngjo,X
0,禧,平,之,xi,L
0,禨,平,微,kj+j,L
0,禩,上,止,zi,X
0,禪,平,仙,dzyen,L
0,禮,上,薺,lej,X
0,禰,上,薺,nej,X
0,禱,上,晧,taw,X
0,禳,平,陽,nyang,L
0,禴,入,藥,yak,E
0,禹,上,麌,hju,X
0,禺,平,虞,ngju,L
0,禼,入,薛,sjet,E
0,禽,平,侵B,gim,L
0,禾,平,戈,hwa,L
0,禿,入,屋,thuwk,E
0,秀,去,宥,sjuw,H
0,私,平,脂,sij,L
0,秃,入,屋,thuwk,E
0,秈,平,仙,sjen,L
0,秉,上,梗,pjaeng,X
0,秋,平,尤,tshjuw,L
0,种,平,東,drjuwng,L
0,科,平,戈,khwa,L
0,秔,平,庚,kaeng,L
0,秕,上,旨A,pjij,X
0,秘,去,至B,pij,H
0,租,平,模,tsu,L
0,秣,入,末,mat,E
0,秤,去,證,tsyhing,H
0,秦,平,眞,dzin,L
0,秧,平,陽,'jang,L
0,秩,入,質,drit,E
0,秪,平,脂,trij,L
0,秫,入,術,zywit,E
0,秬,上,語,gjo,X
0,秭,上,旨,tsij,X
0,秸,平,皆,keaj,L
0,秺,去,暮,tu,H
0,移,平,支,ye,L
0,稀,平,微,xj+j,L
0,稂,平,唐,lang,L
0,稅,去,祭,sywej,H
0,稆,上,語,ljo,X
0,稊,平,齊,dej,L
0,程,平,清,drjeng,L
0,稌,平,模,du,L
0,稍,去,效,sraew,H
0,税,去,祭,sywej,H
0,稏,去,禡,'ae,H
0,稑,入,屋,ljuwk,E
0,稔,上,寑,nyim,X
0,稗,去,卦,bea,H
0,稚,去,至,drij,H
0,稛,上,混,khwon,X
0,稜,平,登,long,L
0,稟,上,寑B,pim,X
0,稠,平,尤,drjuw,L
0,種,平,東,drjuwng,L
0,稱,平,蒸,tsyhing,L
0,稲,上,晧,daw,X
0,稳,上,混,'won,X
0,稷,入,職,tsik,E
0,稹,平,眞,tsyin,L
0,稻,上,晧,daw,X
0,稼,去,禡,kae,H
0,稽,平,齊,kej,L
0,稿,上,晧,kaw,X
0,穀,入,屋,kuwk,E
0,穂,去,至,zwij,H
0,穆,入,屋,mjuwk,E
0,穇,平,銜,sraem,L
0,穉,去,至,drij,H
0,積,去,寘,tsje,H
0,穎,上,靜,yweng,X
0,穏,,,,
0,穗,去,至,zwij,H
0,穜,平,東,duwng,L
0,穟,去,至,zwij,H
0,穠,平,鍾,nrjowng,L
0,穡,入,職,srik,E
0,穢,去,廢,'jwoj,H
0,穣,平,陽,nyang,L
0,穤,,,,
0,穧,去,霽,tsej,H
0,穩,上,混,'won,X
0,穫,去,禡,hwae,H
0,穰,平,陽,nyang,L
0,穱,入,覺,tsraewk,E
0,穴,入,屑,hwet,E
0,究,去,宥,kjuw,H
0,穸,入,昔,zjek,E
0,穹,平,東,khjuwng,L
0,空,平,東,khuwng,L
0,穽,上,靜,dzjeng,X
0,穿,平,仙,tsyhwen,L
0,窀,平,諄,trwin,L
0,突,入,沒,thwot,E
0,窄,入,陌,tsraek,E
0,窅,平,肴,'aew,L
0,窆,去,豔B,pjem,H
0,窈,上,篠,'ew,X
0,窊,平,麻,'wae,L
0,窌,平,肴,laew,L
0,窑,平,宵,yew,L
0,窒,入,質,trit,E
0,窓,平,江,tsrhaewng,L
0,窕,上,篠,dew,X
0,窖,平,肴,laew,L
0,窗,平,江,tsrhaewng,L
0,窘,上,軫B,gwin,X
0,窟,入,沒,khwot,E
0,窠,平,戈,khwa,L
0,窣,入,沒,swot,E
0,窨,去,沁B,'im,H
0,窩,,,,
0,窪,平,齊,kwej,L
0,窬,平,虞,yu,L
0,窮,平,東,gjuwng,L
0,窯,平,宵,yew,L
0,窱,上,篠,thew,X
0,窳,上,麌,yu,X
0,窶,上,麌,gju,X
0,窸,入,質,sit,E
0,窺,平,支A,khjwie,L
0,窻,平,江,tsrhaewng,L
0,窼,,,,
0,窾,上,緩,khwan,X
0,窿,平,東,ljuwng,L
0,竄,去,換,tshwan,H
0,竅,去,嘯,khew,H
0,竇,去,候,duw,H
0,竈,去,号,tsaw,H
0,竊,入,屑,tshet,E
0,立,入,緝,lip,E
0,竚,上,語,drjo,X
0,竛,平,青,leng,L
0,竝,上,迥,beng,X
0,竟,去,映,kjaeng,H
0,章,平,陽,tsyang,L
0,竢,平,微,gj+j,L
0,童,平,東,duwng,L
0,竦,上,腫,sjowng,X
0,竪,上,麌,dzyu,X
0,竭,入,月,gjot,E
0,竮,平,青,pheng,L
0,端,平,桓,twan,L
0,競,上,養,gjang,X
0,竹,入,屋,trjuwk,E
0,竺,入,屋,tuwk,E
0,竽,平,虞,hju,L
0,竿,平,寒,kan,L
0,笁,,,,
0,笄,平,齊,kej,L
0,笆,平,麻,pae,L
0,笈,入,緝B,gip,E
0,笊,上,巧,tsraew,X
0,笋,上,準,swin,X
0,笏,入,沒,xwot,E
0,笑,去,笑,sjew,H
0,笙,平,庚,sraeng,L
0,笛,入,屋,drjuwk,E
0,笞,平,之,trhi,L
0,笠,入,緝,lip,E
0,笤,,,,
0,笥,去,志,si,H
0,符,平,虞,bju,L
0,笪,上,旱,tan,X
0,第,去,霽,dej,H
0,笭,平,青,leng,L
0,笮,去,禡,tsrae,H
0,笯,平,模,nu,L
0,笱,上,厚,kuw,X
0,笳,平,麻,kae,L
0,笴,上,旱,kan,X
0,笻,平,鍾,gjowng,L
0,筀,去,霽,kwej,H
0,筆,入,質B,pit,E
0,筇,平,鍾,gjowng,L
0,筈,入,末,kwat,E
0,等,上,海,toj,X
0,筊,平,肴,haew,L
0,筋,平,欣,kj+n,L
0,筌,平,仙,tshjwen,L
0,筍,上,準,swin,X
0,筏,入,月,bjot,E
0,筐,平,陽,khjwang,L
0,筑,入,屋,drjuwk,E
0,筒,平,東,duwng,L
0,筓,平,齊,kej,L
0,答,入,合,top,E
0,策,入,麥,tsrheak,E
0,筝,平,耕,tsreang,L
0,筞,入,麥,tsrheak,E
0,筠,平,眞,hwin,L
0,筤,平,唐,lang,L
0,筥,上,語,kjo,X
0,筦,上,緩,kwan,X
0,筧,上,銑,ken,X
0,筩,平,東,duwng,L
0,筭,上,緩,swan,X
0,筮,去,祭,dzyej,H
0,筯,去,御,trjo,H
0,筰,入,鐸,dzak,E
0,筱,上,篠,sew,X
0,筲,平,肴,sraew,L
0,筳,平,青,deng,L
0,筴,入,麥,tsrheak,E
0,筵,平,仙,yen,L
0,筼,平,文,hjun,L
0,箄,平,支A,pjie,L
0,箅,去,霽,pej,H
0,箆,,,,
0,箇,去,箇,ka,H
0,箋,平,先,tsen,L
0,箍,平,模,ku,L
0,箎,平,支,drje,L
0,箏,平,耕,tsreang,L
0,箐,平,清,tsjeng,L
0,箑,入,葉,srjep,E
0,箒,上,有,tsyuw,X
0,箔,入,鐸,bak,E
0,箕,平,之,ki,L
0,算,上,緩,swan,X
0,箙,入,屋,bjuwk,E
0,箚,入,鎋,tsreat,E
0,箜,平,東,khuwng,L
0,箝,平,鹽B,gjem,L
0,箠,平,支,trjwe,L
0,管,上,緩,kwan,X
0,箧,入,怗,khep,E
0,箬,入,藥,nyak,E
0,箭,去,線,tsjen,H
0,箯,平,仙A,bjien,L
0,箱,平,陽,sjang,L
0,箴,平,侵,tsyim,L
0,箵,上,迥,seng,X
0,箸,平,魚,drjo,L
0,箾,平,蕭,sew,L
0,節,入,屑,tset,E
0,篁,平,唐,hwang,L
0,範,上,梵,bjom,X
0,篆,上,獮,drjwen,X
0,篇,平,仙A,phjien,L
0,築,入,屋,drjuwk,E
0,篋,入,怗,khep,E
0,篌,平,侯,huw,L
0,篔,平,文,hjun,L
0,篘,平,尤,tsrhjuw,L
0,篙,平,豪,kaw,L
0,篚,上,尾,pj+j,X
0,篛,入,藥,nyak,E
0,篝,平,侯,kuw,L
0,篠,上,篠,sew,X
0,篡,去,諫,tsrhwaen,H
0,篢,平,東,kuwng,L
0,篤,入,沃,towk,E
0,篥,入,質,lit,E
0,篦,平,齊,pej,L
0,篨,平,魚,drjo,L
0,篩,平,支,srje,L
0,篪,平,支,drje,L
0,篲,去,至,zwij,H
0,篳,入,質A,pjit,E
0,篴,入,屋,drjuwk,E
0,篷,平,東,buwng,L
0,篸,平,覃,tsom,L
0,篾,入,屑,met,E
0,簀,入,麥,tsreak,E
0,簁,平,支,srje,L
0,簄,上,姥,hu,X
0,簇,入,屋,tshuwk,E
0,簉,去,宥,tsrhjuw,H
0,簋,上,旨B,kwij,X
0,簌,平,鍾,'jowng,L
0,簏,入,屋,luwk,E
0,簑,平,灰,swoj,L
0,簒,去,諫,tsrhwaen,H
0,簔,,,,
0,簜,平,唐,thang,L
0,簞,平,寒,tan,L
0,簟,上,忝,dem,X
0,簡,平,耕,keang,L
0,簣,去,至B,gwij,H
0,簥,平,宵B,kjew,L
0,簦,平,登,tong,L
0,簧,平,唐,hwang,L
0,簨,上,準,swin,X
0,簪,平,侵,tsrim,L
0,簫,平,蕭,sew,L
0,簮,,,,
0,簰,,,,
0,簳,上,旱,kan,X
0,簵,去,暮,lu,H
0,簷,平,鹽,yem,L
0,簸,上,果,pa,X
0,簹,平,唐,tang,L
0,簺,去,代,soj,H
0,簽,,,,
0,簾,平,臻,dzrin,L
0,簿,上,姥,bu,X
0,籀,去,宥,drjuw,H
0,籃,平,侵,lim,L
0,籉,平,咍,doj,L
0,籊,入,錫,dek,E
0,籋,入,葉,nrjep,E
0,籌,平,尤,drjuw,L
0,籍,入,昔,dzjek,E
0,籐,平,登,dong,L
0,籓,平,元,pjon,L
0,籖,平,鹽,tshjem,L
0,籙,入,屋,luwk,E
0,籛,平,先,tsen,L
0,籜,入,鐸,thak,E
0,籝,平,清,yeng,L
0,籞,上,語,ngjo,X
0,籟,去,泰,laj,H
0,籠,平,東,luwng,L
0,籤,平,鹽,tshjem,L
0,籥,入,藥,yak,E
0,籧,平,魚,gjo,L
0,籩,平,先,pen,L
0,籪,,,,
0,籬,平,支,lje,L
0,籮,平,歌,la,L
0,籲,平,虞,xju,L
0,米,上,薺,mej,X
0,籸,平,臻,srin,L
0,籹,上,語,nrjo,X
0,籺,入,屑,het,E
0,粃,上,旨A,pjij,X
0,粉,上,吻,pjun,X
0,粒,入,緝,lip,E
0,粔,上,語,gjo,X
0,粕,入,鐸,phak,E
0,粗,平,模,tshu,L
0,粘,平,鹽,nrjem,L
0,粞,平,齊,sej,L
0,粟,入,燭,sjowk,E
0,粢,平,脂,tsij,L
